Item_Identifier,Item_Weight_Unique_Count,Item_Weight_Unique_Value,Item_FatContent_Unique_Count,Item_FatContent_Unique_Value,Item_Type_Unique_Count,Item_Type_Unique_Value
FDW25,1,"[5.175, nan]",2,"['Low Fat', 'LF']",1,['Canned']
FDW26,1,"[nan, 11.8]",1,['Regular'],1,['Dairy']
FDW27,1,"[nan, 5.86]",1,['Regular'],1,['Meat']
FDW28,1,"[18.25, nan]",3,"['Low Fat', 'LF', 'low fat']",1,['Frozen Foods']
FDW31,1,"[11.35, nan]",2,"['reg', 'Regular']",1,['Fruits and Vegetables']
FDW32,1,"[nan, 18.35]",1,['Regular'],1,['Fruits and Vegetables']
FDW33,1,[9.395],1,['Low Fat'],1,['Snack Foods']
FDW34,1,"[9.6, nan]",1,['Low Fat'],1,['Snack Foods']
FDW35,1,"[nan, 10.6]",3,"['Low Fat', 'LF', 'low fat']",1,['Breads']
FDW36,1,"[11.15, nan, nan]",2,"['Low Fat', 'LF']",1,['Baking Goods']
FDW37,1,"[19.2, nan]",1,['Low Fat'],1,['Canned']
FDW38,1,"[5.325, nan]",1,['Regular'],1,['Dairy']
FDW39,1,"[nan, 6.69]",1,['Regular'],1,['Meat']
FDW40,1,[14.0],1,['Regular'],1,['Frozen Foods']
FDW43,1,[20.1],1,['Regular'],1,['Fruits and Vegetables']
FDW44,1,[9.5],1,['Regular'],1,['Fruits and Vegetables']
FDW45,1,"[18.0, nan]",1,['Low Fat'],1,['Snack Foods']
FDW46,1,"[13.0, nan]",2,"['reg', 'Regular']",1,['Snack Foods']
FDW47,1,"[nan, 15.0]",1,['Low Fat'],1,['Breads']
FDW48,1,"[18.0, nan]",1,['Low Fat'],1,['Baking Goods']
FDW49,1,"[19.5, nan]",2,"['Low Fat', 'LF']",1,['Canned']
FDW50,1,"[13.1, nan]",1,['Low Fat'],1,['Dairy']
FDW51,1,"[nan, 6.155]",1,['Regular'],1,['Meat']
FDW52,1,"[14.0, nan]",1,['Regular'],1,['Frozen Foods']
FDW55,1,"[12.6, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDW56,1,"[nan, 7.68]",2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDW57,1,[8.31],2,"['reg', 'Regular']",1,['Snack Foods']
FDW58,1,[20.75],2,"['Low Fat', 'LF']",1,['Snack Foods']
FDW59,1,"[nan, 13.15]",1,['Low Fat'],1,['Breads']
FDW60,1,"[nan, 5.44]",1,['Regular'],1,['Baking Goods']
FDX01,1,"[10.1, nan]",2,"['Low Fat', 'LF']",1,['Canned']
FDX02,1,[16.0],2,"['Low Fat', 'LF']",1,['Dairy']
FDX03,1,"[nan, 15.85]",1,['Regular'],1,['Meat']
FDX04,1,"[nan, 19.6]",1,['Regular'],1,['Frozen Foods']
FDX07,1,"[19.2, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDX08,1,"[nan, 12.85]",1,['Low Fat'],1,['Fruits and Vegetables']
FDX09,1,"[9.0, nan]",2,"['Low Fat', 'LF']",1,['Snack Foods']
FDX10,1,"[6.385, nan]",2,"['reg', 'Regular']",1,['Snack Foods']
FDX11,1,[16.0],1,['Regular'],1,['Baking Goods']
FDX12,1,[18.2],1,['Regular'],1,['Baking Goods']
FDX13,1,"[nan, 7.725]",1,['Low Fat'],1,['Canned']
FDX14,1,"[nan, 13.1]",1,['Low Fat'],1,['Dairy']
FDX15,1,"[17.2, nan]",2,"['Low Fat', 'LF']",1,['Meat']
FDX16,1,[17.85],2,"['Low Fat', 'LF']",1,['Frozen Foods']
FDX19,1,[19.1],1,['Low Fat'],1,['Fruits and Vegetables']
FDX20,1,"[nan, 7.365]",2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDX21,1,"[nan, nan, 7.05]",2,"['Low Fat', 'LF']",1,['Snack Foods']
FDX22,1,"[6.785, nan]",1,['Regular'],1,['Snack Foods']
FDX23,1,[6.445],1,['Low Fat'],1,['Baking Goods']
FDX24,1,"[8.355, nan, nan]",3,"['Low Fat', 'LF', 'low fat']",1,['Baking Goods']
FDX25,1,"[16.7, nan]",2,"['Low Fat', 'LF']",1,['Canned']
FDX26,1,"[17.7, nan]",2,"['Low Fat', 'LF']",1,['Dairy']
FDX27,1,[20.7],2,"['reg', 'Regular']",1,['Dairy']
FDX28,1,"[6.325, nan]",1,['Low Fat'],1,['Frozen Foods']
FDX31,1,"[nan, 20.35]",1,['Regular'],1,['Fruits and Vegetables']
FDX32,1,"[nan, 15.1]",1,['Regular'],1,['Fruits and Vegetables']
FDX33,1,"[nan, 9.195]",1,['Regular'],1,['Snack Foods']
FDX34,1,"[nan, 6.195]",1,['Low Fat'],1,['Snack Foods']
FDX35,1,"[nan, 5.035]",1,['Regular'],1,['Breads']
FDX36,1,"[9.695, nan]",1,['Regular'],1,['Baking Goods']
FDX37,1,"[16.2, nan]",1,['Low Fat'],1,['Canned']
FDX38,1,"[10.5, nan]",1,['Regular'],1,['Dairy']
FDX39,1,"[nan, 14.3]",2,"['reg', 'Regular']",1,['Meat']
FDX40,1,"[12.85, nan]",1,['Low Fat'],1,['Frozen Foods']
FDX43,1,[5.655],2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDX44,1,"[9.3, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDX45,1,"[16.75, nan]",2,"['Low Fat', 'low fat']",1,['Snack Foods']
FDX46,1,"[nan, 12.3]",1,['Regular'],1,['Snack Foods']
FDX47,1,"[6.55, nan]",1,['Regular'],1,['Breads']
FDX48,1,"[17.75, nan]",2,"['reg', 'Regular']",1,['Baking Goods']
FDX49,1,"[nan, 4.615]",2,"['reg', 'Regular']",1,['Canned']
FDX50,1,"[nan, 20.1]",2,"['Low Fat', 'LF']",1,['Dairy']
FDX51,1,[9.5],1,['Regular'],1,['Meat']
FDX52,1,"[nan, 11.5]",1,['Regular'],1,['Frozen Foods']
FDX55,1,"[nan, 15.1]",2,"['Low Fat', 'low fat']",1,['Fruits and Vegetables']
FDX56,1,"[17.1, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDX57,1,"[17.25, nan]",2,"['reg', 'Regular']",1,['Snack Foods']
FDX58,1,"[nan, 13.15]",3,"['Low Fat', 'LF', 'low fat']",1,['Snack Foods']
FDX59,1,"[10.195, nan]",1,['Low Fat'],1,['Breads']
FDX60,1,"[nan, 14.35]",2,"['Low Fat', 'LF']",1,['Baking Goods']
FDY01,1,[11.8],1,['Regular'],1,['Canned']
FDY02,1,"[8.945, nan]",1,['Regular'],1,['Dairy']
FDY03,1,"[17.6, nan]",1,['Regular'],1,['Meat']
FDY04,1,"[17.7, nan]",1,['Regular'],1,['Frozen Foods']
FDY07,1,"[11.8, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDY08,1,"[9.395, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDY09,1,"[nan, 15.6]",1,['Low Fat'],1,['Snack Foods']
FDY10,1,"[17.6, nan]",1,['Low Fat'],1,['Snack Foods']
FDY11,1,[6.71],2,"['reg', 'Regular']",1,['Baking Goods']
FDY12,1,[9.8],1,['Regular'],1,['Baking Goods']
FDY13,1,"[12.1, nan]",2,"['Low Fat', 'LF']",1,['Canned']
FDY14,1,[10.3],2,"['Low Fat', 'LF']",1,['Dairy']
FDY15,1,"[18.25, nan]",1,['Regular'],1,['Dairy']
FDY16,1,"[nan, 18.35, nan]",2,"['reg', 'Regular']",1,['Frozen Foods']
FDY19,1,[19.75],1,['Low Fat'],1,['Fruits and Vegetables']
FDY20,1,[12.5],1,['Regular'],1,['Fruits and Vegetables']
FDY21,1,"[nan, nan, 15.1]",2,"['Low Fat', 'LF']",1,['Snack Foods']
FDY22,1,[16.5],1,['Regular'],1,['Snack Foods']
FDY24,1,[4.88],1,['Regular'],1,['Baking Goods']
FDY25,1,"[nan, 12.0]",1,['Low Fat'],1,['Canned']
FDY26,1,"[20.6, nan]",2,"['reg', 'Regular']",1,['Dairy']
FDY27,1,"[nan, 6.38]",2,"['Low Fat', 'LF']",1,['Dairy']
FDY28,1,"[nan, 7.47]",1,['Regular'],1,['Frozen Foods']
FDY31,1,"[5.98, nan]",2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDY32,1,"[nan, 7.605]",1,['Low Fat'],1,['Fruits and Vegetables']
FDY33,1,"[nan, 14.5]",1,['Regular'],1,['Snack Foods']
FDY34,1,"[10.5, nan]",1,['Regular'],1,['Snack Foods']
FDY35,1,"[17.6, nan]",1,['Regular'],1,['Breads']
FDY36,1,"[12.3, nan]",1,['Low Fat'],1,['Baking Goods']
FDY37,1,"[17.0, nan]",1,['Regular'],1,['Canned']
FDY38,1,"[nan, 13.6]",1,['Regular'],1,['Dairy']
FDY39,1,"[nan, 5.305]",1,['Regular'],1,['Meat']
FDY40,1,"[15.5, nan]",1,['Regular'],1,['Frozen Foods']
FDY43,1,[14.85],1,['Low Fat'],1,['Fruits and Vegetables']
FDY44,1,"[nan, 14.15]",1,['Regular'],1,['Fruits and Vegetables']
FDY45,1,"[17.5, nan]",1,['Low Fat'],1,['Snack Foods']
FDY46,1,"[18.6, nan]",1,['Low Fat'],1,['Snack Foods']
FDY47,1,"[8.6, nan]",2,"['reg', 'Regular']",1,['Breads']
FDY48,1,"[14.0, nan]",1,['Low Fat'],1,['Baking Goods']
FDY49,1,"[nan, 17.2]",1,['Regular'],1,['Canned']
FDY50,1,"[nan, 5.8]",2,"['Low Fat', 'LF']",1,['Dairy']
FDY51,1,"[12.5, nan]",1,['Low Fat'],1,['Meat']
FDY52,1,"[nan, 6.365]",1,['Low Fat'],1,['Frozen Foods']
FDY55,1,"[16.75, nan, nan]",2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDY56,1,"[16.35, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDY57,1,[20.2],2,"['reg', 'Regular']",1,['Snack Foods']
FDY58,1,[11.65],1,['Low Fat'],1,['Snack Foods']
FDY59,1,"[8.195, nan]",1,['Low Fat'],1,['Baking Goods']
FDY60,1,"[10.5, nan]",1,['Regular'],1,['Baking Goods']
FDZ01,1,"[8.975, nan]",1,['Regular'],1,['Canned']
FDZ02,1,"[nan, 6.905]",1,['Regular'],1,['Dairy']
FDZ03,1,[13.65],1,['Regular'],1,['Dairy']
FDZ04,1,[9.31],2,"['Low Fat', 'low fat']",1,['Frozen Foods']
FDZ07,1,"[nan, 15.1]",2,"['reg', 'Regular']",1,['Fruits and Vegetables']
FDZ08,1,"[12.5, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDZ09,1,[17.6],1,['Low Fat'],1,['Snack Foods']
FDZ10,1,"[17.85, nan]",1,['Low Fat'],1,['Snack Foods']
FDZ12,1,"[9.17, nan]",1,['Low Fat'],1,['Baking Goods']
FDZ13,1,[7.84],1,['Regular'],1,['Canned']
FDZ14,1,"[7.71, nan]",1,['Regular'],1,['Dairy']
FDZ15,1,"[nan, 13.1]",1,['Low Fat'],1,['Dairy']
FDZ16,1,"[16.85, nan]",1,['Regular'],1,['Frozen Foods']
FDZ19,1,"[nan, 6.425]",1,['Low Fat'],1,['Fruits and Vegetables']
FDZ20,1,"[16.1, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDZ21,1,"[17.6, nan]",1,['Regular'],1,['Snack Foods']
FDZ22,1,"[nan, 9.395]",1,['Low Fat'],1,['Snack Foods']
FDZ23,1,"[17.75, nan]",1,['Regular'],1,['Baking Goods']
FDZ25,1,"[nan, 15.7]",1,['Regular'],1,['Canned']
FDZ26,1,"[11.6, nan]",2,"['reg', 'Regular']",1,['Dairy']
FDZ27,1,"[nan, 7.935]",2,"['Low Fat', 'LF']",1,['Dairy']
FDZ28,1,[20.0],1,['Regular'],1,['Frozen Foods']
FDZ31,1,"[nan, 15.35]",1,['Regular'],1,['Fruits and Vegetables']
FDZ32,1,"[nan, 7.785]",1,['Regular'],1,['Fruits and Vegetables']
FDZ33,1,"[10.195, nan]",2,"['Low Fat', 'low fat']",1,['Snack Foods']
FDZ34,1,[6.695],1,['Low Fat'],1,['Starchy Foods']
FDZ35,1,"[9.6, nan]",1,['Regular'],1,['Breads']
FDZ36,1,[6.035],1,['Regular'],1,['Baking Goods']
FDZ37,1,"[8.1, nan]",1,['Regular'],1,['Canned']
FDZ38,1,"[17.6, nan]",2,"['Low Fat', 'LF']",1,['Dairy']
FDZ39,1,"[19.7, nan]",1,['Regular'],1,['Meat']
FDZ40,1,"[8.935, nan]",1,['Low Fat'],1,['Frozen Foods']
FDZ43,1,"[11.0, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDZ44,1,"[8.185, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDZ45,1,"[nan, 14.1]",1,['Low Fat'],1,['Snack Foods']
FDZ46,1,[7.485],1,['Low Fat'],1,['Snack Foods']
FDZ47,1,"[nan, 20.7]",1,['Regular'],1,['Baking Goods']
FDZ48,1,"[17.75, nan]",3,"['Low Fat', 'LF', 'low fat']",1,['Baking Goods']
FDZ49,1,"[11.0, nan]",1,['Regular'],1,['Canned']
FDZ50,1,"[12.8, nan]",1,['Regular'],1,['Dairy']
FDZ51,1,"[11.3, nan]",1,['Regular'],1,['Meat']
FDZ52,1,"[19.2, nan]",1,['Low Fat'],1,['Frozen Foods']
FDZ55,1,"[6.055, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDZ56,1,"[16.25, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDZ57,1,[10.0],1,['Regular'],1,['Snack Foods']
FDZ58,1,"[17.85, nan]",1,['Low Fat'],1,['Snack Foods']
FDZ59,1,"[nan, 6.63]",2,"['reg', 'Regular']",1,['Baking Goods']
FDZ60,1,"[20.5, nan]",1,['Low Fat'],1,['Baking Goods']
NCA05,1,"[nan, 20.75]",1,['Low Fat'],1,['Health and Hygiene']
NCA06,1,"[20.5, nan]",1,['Low Fat'],1,['Household']
NCA17,1,[20.6],2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCA18,1,[10.1],1,['Low Fat'],1,['Household']
NCA29,1,[10.5],2,"['Low Fat', 'LF']",1,['Household']
NCA30,1,[19.0],2,"['Low Fat', 'low fat']",1,['Household']
NCA41,1,[16.75],1,['Low Fat'],1,['Health and Hygiene']
NCA42,1,"[nan, 6.965]",1,['Low Fat'],1,['Household']
NCA53,1,"[11.395, nan]",2,"['Low Fat', 'low fat']",1,['Health and Hygiene']
NCA54,1,[16.5],1,['Low Fat'],1,['Household']
NCB06,1,"[17.6, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCB07,1,"[nan, 19.2]",1,['Low Fat'],1,['Household']
NCB18,1,"[19.6, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCB19,1,"[6.525, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCB30,1,"[nan, 14.6]",1,['Low Fat'],1,['Household']
NCB31,1,"[nan, 6.235]",1,['Low Fat'],1,['Household']
NCB42,1,"[11.8, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCB43,1,"[20.2, nan]",1,['Low Fat'],1,['Household']
NCB54,1,[8.76],1,['Low Fat'],1,['Health and Hygiene']
NCB55,1,[15.7],1,['Low Fat'],1,['Household']
NCC06,1,[19.0],1,['Low Fat'],1,['Household']
NCC07,1,"[nan, 19.6]",1,['Low Fat'],1,['Household']
NCC18,1,"[19.1, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCC19,1,"[nan, 6.57]",1,['Low Fat'],1,['Household']
NCC30,1,[16.6],1,['Low Fat'],1,['Household']
NCC31,1,[8.02],2,"['Low Fat', 'LF']",1,['Household']
NCC42,1,[15.0],1,['Low Fat'],1,['Health and Hygiene']
NCC43,1,[7.39],2,"['Low Fat', 'low fat']",1,['Household']
NCC54,1,[17.75],2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCC55,1,[10.695],1,['Low Fat'],1,['Household']
NCD06,1,[13.0],2,"['Low Fat', 'low fat']",1,['Household']
NCD07,1,[9.1],2,"['Low Fat', 'LF']",1,['Household']
NCD18,1,"[16.0, nan]",1,['Low Fat'],1,['Household']
NCD19,1,[8.93],2,"['Low Fat', 'LF']",1,['Household']
NCD30,1,"[19.7, nan]",1,['Low Fat'],1,['Household']
NCD31,1,"[nan, 12.1]",2,"['Low Fat', 'LF']",1,['Household']
NCD42,1,"[16.5, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCD43,1,"[8.85, nan]",1,['Low Fat'],1,['Household']
NCD54,1,"[nan, 21.1]",2,"['Low Fat', 'low fat']",1,['Household']
NCD55,1,"[14.0, nan]",1,['Low Fat'],1,['Household']
NCE06,1,"[nan, 5.825]",2,"['Low Fat', 'LF']",1,['Household']
NCE07,1,"[8.18, nan]",2,"['Low Fat', 'low fat']",1,['Household']
NCE18,1,[10.0],1,['Low Fat'],1,['Household']
NCE19,1,"[8.97, nan]",1,['Low Fat'],1,['Household']
NCE30,1,"[16.0, nan]",1,['Low Fat'],1,['Household']
NCE31,1,"[nan, 7.67]",1,['Low Fat'],1,['Household']
NCE42,1,"[nan, 21.1]",2,"['Low Fat', 'low fat']",1,['Household']
NCE43,1,"[12.5, nan]",3,"['Low Fat', 'LF', 'low fat']",1,['Household']
NCE54,1,"[nan, 20.7]",1,['Low Fat'],1,['Household']
NCE55,1,"[8.92, nan]",1,['Low Fat'],1,['Household']
NCF06,1,[6.235],1,['Low Fat'],1,['Household']
NCF07,1,"[9.0, nan]",1,['Low Fat'],1,['Household']
NCF18,1,"[nan, 18.35]",2,"['Low Fat', 'LF']",1,['Household']
NCF19,1,"[13.0, nan]",1,['Low Fat'],1,['Household']
NCF30,1,[17.0],2,"['Low Fat', 'LF']",1,['Household']
NCF31,1,"[9.13, nan]",1,['Low Fat'],1,['Household']
NCF42,1,"[17.35, nan]",1,['Low Fat'],1,['Household']
NCF43,1,[8.51],1,['Low Fat'],1,['Household']
NCF54,1,[18.0],1,['Low Fat'],1,['Household']
NCF55,1,[6.675],2,"['Low Fat', 'LF']",1,['Household']
NCG06,1,"[16.35, nan]",1,['Low Fat'],1,['Household']
NCG07,1,"[12.3, nan]",1,['Low Fat'],1,['Household']
NCG18,1,"[nan, 15.3]",1,['Low Fat'],1,['Household']
NCG19,1,[20.25],1,['Low Fat'],1,['Household']
NCG30,1,"[20.2, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCG42,1,[19.2],1,['Low Fat'],1,['Household']
NCG43,1,"[20.2, nan]",1,['Low Fat'],1,['Household']
NCG54,1,"[nan, 12.1]",1,['Low Fat'],1,['Household']
NCG55,1,[16.25],1,['Low Fat'],1,['Household']
NCH06,1,"[12.3, nan]",1,['Low Fat'],1,['Household']
NCH07,1,"[nan, 13.15]",1,['Low Fat'],1,['Household']
NCH18,1,"[9.3, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCH29,1,[5.51],1,['Low Fat'],1,['Health and Hygiene']
NCH30,1,"[17.1, nan]",1,['Low Fat'],1,['Household']
NCH42,1,"[nan, 6.86]",1,['Low Fat'],1,['Household']
NCH43,1,"[8.42, nan]",1,['Low Fat'],1,['Household']
NCH54,1,"[nan, 13.5]",1,['Low Fat'],1,['Household']
NCH55,1,"[16.35, nan]",1,['Low Fat'],1,['Household']
NCI06,1,"[nan, 11.3]",1,['Low Fat'],1,['Household']
NCI17,1,"[8.645, nan]",2,"['Low Fat', 'low fat']",1,['Health and Hygiene']
NCI18,1,"[nan, 18.35]",2,"['Low Fat', 'LF']",1,['Household']
NCI29,1,"[8.6, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCI30,1,"[nan, 20.25]",1,['Low Fat'],1,['Household']
NCI31,1,"[20.0, nan]",2,"['Low Fat', 'low fat']",1,['Others']
NCI42,1,"[nan, 18.75]",1,['Low Fat'],1,['Household']
NCI43,1,"[19.85, nan]",1,['Low Fat'],1,['Household']
NCI54,1,"[nan, nan, 15.2]",3,"['Low Fat', 'LF', 'low fat']",1,['Household']
NCI55,1,"[18.6, nan]",1,['Low Fat'],1,['Household']
NCJ05,1,"[18.7, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCJ06,1,"[20.1, nan]",1,['Low Fat'],1,['Household']
NCJ17,1,[7.68],1,['Low Fat'],1,['Health and Hygiene']
NCJ18,1,"[12.35, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCJ19,1,"[18.6, nan]",2,"['Low Fat', 'LF']",1,['Others']
NCJ29,1,"[10.6, nan]",2,"['Low Fat', 'low fat']",1,['Health and Hygiene']
NCJ30,1,"[nan, 5.82]",3,"['Low Fat', 'LF', 'low fat']",1,['Household']
NCJ31,1,"[19.2, nan]",2,"['Low Fat', 'LF']",1,['Others']
NCJ42,1,"[nan, 19.75]",1,['Low Fat'],1,['Household']
NCJ43,1,"[6.635, nan]",1,['Low Fat'],1,['Household']
NCJ54,1,"[9.895, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCK05,1,"[20.1, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCK06,1,"[nan, 5.03]",1,['Low Fat'],1,['Household']
NCK07,1,[10.65],1,['Low Fat'],1,['Others']
NCK17,1,"[11.0, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCK18,1,"[9.6, nan]",1,['Low Fat'],1,['Household']
NCK19,1,[9.8],1,['Low Fat'],1,['Others']
NCK29,1,"[nan, 5.615]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCK30,1,[14.85],1,['Low Fat'],1,['Household']
NCK31,1,"[10.895, nan]",1,['Low Fat'],1,['Others']
NCK42,1,"[nan, 7.475]",2,"['Low Fat', 'LF']",1,['Household']
NCK53,1,"[11.6, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCK54,1,"[12.15, nan]",1,['Low Fat'],1,['Household']
NCL05,1,"[nan, 19.6]",1,['Low Fat'],1,['Health and Hygiene']
NCL06,1,[14.65],1,['Low Fat'],1,['Household']
NCL07,1,"[13.85, nan]",1,['Low Fat'],1,['Others']
NCL17,1,[7.39],1,['Low Fat'],1,['Health and Hygiene']
NCL18,1,"[18.85, nan]",1,['Low Fat'],1,['Household']
NCL19,1,[15.35],1,['Low Fat'],1,['Others']
NCL29,1,"[9.695, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCL30,1,"[18.1, nan]",1,['Low Fat'],1,['Household']
NCL31,1,"[nan, 7.39]",2,"['Low Fat', 'LF']",1,['Others']
NCL41,1,"[12.35, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCL42,1,[18.85],1,['Low Fat'],1,['Household']
NCL53,1,"[nan, 7.5]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCL54,1,"[nan, 12.6]",1,['Low Fat'],1,['Household']
NCL55,1,"[12.15, nan]",1,['Low Fat'],1,['Others']
NCM05,1,"[6.825, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCM06,1,"[nan, 7.475]",2,"['Low Fat', 'LF']",1,['Household']
NCM07,1,"[9.395, nan]",1,['Low Fat'],1,['Others']
NCM17,1,"[nan, 7.93]",1,['Low Fat'],1,['Health and Hygiene']
NCM18,1,"[13.0, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCM19,1,"[nan, 12.65]",1,['Low Fat'],1,['Others']
NCM26,1,"[nan, 20.5]",2,"['Low Fat', 'LF']",1,['Others']
NCM29,1,"[11.5, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCM30,1,"[nan, 19.1]",2,"['Low Fat', 'LF']",1,['Household']
NCM31,1,[6.095],1,['Low Fat'],1,['Others']
NCM41,1,[16.5],1,['Low Fat'],1,['Health and Hygiene']
NCM42,1,[6.13],1,['Low Fat'],1,['Household']
NCM43,1,"[nan, 14.5]",1,['Low Fat'],1,['Others']
NCM53,1,[18.75],1,['Low Fat'],1,['Health and Hygiene']
NCM54,1,"[nan, 17.7]",2,"['Low Fat', 'LF']",1,['Household']
NCM55,1,[15.6],1,['Low Fat'],1,['Others']
NCN05,1,[8.235],1,['Low Fat'],1,['Health and Hygiene']
NCN06,1,[8.39],1,['Low Fat'],1,['Household']
NCN07,1,[18.5],1,['Low Fat'],1,['Others']
NCN14,1,"[19.1, nan]",1,['Low Fat'],1,['Others']
NCN17,1,[11.0],1,['Low Fat'],1,['Health and Hygiene']
NCN18,1,"[8.895, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCN19,1,"[13.1, nan]",1,['Low Fat'],1,['Others']
NCN26,1,[10.85],2,"['Low Fat', 'LF']",1,['Household']
NCN29,1,"[nan, 15.2]",1,['Low Fat'],1,['Health and Hygiene']
NCN30,1,"[16.35, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCN41,1,"[17.0, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCN42,1,"[nan, 20.25]",1,['Low Fat'],1,['Household']
NCN43,1,"[12.15, nan]",1,['Low Fat'],1,['Others']
NCN53,1,"[5.175, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCN54,1,[20.35],1,['Low Fat'],1,['Household']
NCN55,1,[14.6],2,"['Low Fat', 'LF']",1,['Others']
NCO02,1,"[11.15, nan]",1,['Low Fat'],1,['Others']
NCO05,1,"[nan, 7.27]",1,['Low Fat'],1,['Health and Hygiene']
NCO06,1,"[nan, 19.25]",2,"['Low Fat', 'LF']",1,['Household']
NCO07,1,"[9.06, nan]",1,['Low Fat'],1,['Others']
NCO14,1,"[9.6, nan]",1,['Low Fat'],1,['Household']
NCO17,1,"[10.0, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCO18,1,[13.15],1,['Low Fat'],1,['Household']
NCO26,1,[7.235],1,['Low Fat'],1,['Household']
NCO29,1,"[11.15, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCO30,1,"[nan, 19.5]",1,['Low Fat'],1,['Household']
NCO41,1,"[nan, 12.5]",1,['Low Fat'],1,['Health and Hygiene']
NCO42,1,"[21.25, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCO43,1,[5.5],2,"['Low Fat', 'LF']",1,['Others']
NCO53,1,"[16.2, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCO54,1,"[19.5, nan, nan]",3,"['Low Fat', 'LF', 'low fat']",1,['Household']
NCO55,1,"[12.8, nan]",2,"['Low Fat', 'LF']",1,['Others']
NCP02,1,"[nan, 7.105]",1,['Low Fat'],1,['Household']
NCP05,1,"[19.6, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCP06,1,"[20.7, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCP14,1,[8.275],1,['Low Fat'],1,['Household']
NCP17,1,"[19.35, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCP18,1,"[nan, 12.15]",1,['Low Fat'],1,['Household']
NCP29,1,"[8.42, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCP30,1,"[nan, 20.5]",1,['Low Fat'],1,['Household']
NCP41,1,"[16.6, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCP42,1,"[8.51, nan]",1,['Low Fat'],1,['Household']
NCP43,1,"[17.75, nan]",1,['Low Fat'],1,['Others']
NCP50,1,"[17.35, nan]",1,['Low Fat'],1,['Others']
NCP53,1,"[nan, 14.75]",1,['Low Fat'],1,['Health and Hygiene']
NCP54,1,[15.35],1,['Low Fat'],1,['Household']
NCP55,1,"[nan, 14.65]",2,"['Low Fat', 'low fat']",1,['Others']
NCQ02,1,[12.6],1,['Low Fat'],1,['Household']
NCQ05,1,"[nan, 11.395]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCQ06,1,"[13.0, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCQ17,1,"[10.3, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCQ18,1,"[nan, 15.75]",1,['Low Fat'],1,['Household']
